SeqID:00000001 01331011->0133AF3A                                                  EAX=00E319A0 ECX=00000001 EDX=0009E208 EBX=76D341B5 ESP=001EF7FC EBP=001EF818 ESI=00000000 EDI=00000000 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000014 ECX=8D202201 EDX=00FF0200 EBX=D62F2B79 ESP=001EF704 EBP=001EF7AC ESI=013E2E8D EDI=001EF704 EFLAG=00000206
SeqID:00000010 0133BD36->0133CFCF                                                  EAX=000000D4 ECX=8D202201 EDX=0133BD36 EBX=D62F2BA5 ESP=001EF704 EBP=001EF7AC ESI=013E2E8E EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000002C ECX=8D202201 EDX=013300FF EBX=D62F2B79 ESP=001EF704 EBP=001EF7AE ESI=013E2E8F EDI=001EF704 EFLAG=00000202
SeqID:00000010 0133BD36->0133CFCF                                                  EAX=000000D4 ECX=8D202201 EDX=0133BD36 EBX=D62F2BA5 ESP=001EF704 EBP=001EF7AE ESI=013E2E90 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000002C ECX=8D202201 EDX=01330002 EBX=D62F2B79 ESP=001EF704 EBP=001EF7B0 ESI=013E2E91 EDI=001EF704 EFLAG=00000212
SeqID:00000014 0133BED9->0133BAA0                                                  EAX=00000001 ECX=8D202201 EDX=0133BED9 EBX=D62F2B78 ESP=001EF704 EBP=001EF7B0 ESI=013E2E92 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=004AD109 ECX=8D202201 EDX=004AD109 EBX=D62F2B78 ESP=001EF704 EBP=001EF7B0 ESI=013E2E92 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000028 ECX=8D202201 EDX=00000206 EBX=D62F2BF5 ESP=001EF704 EBP=001EF7B4 ESI=013E2E94 EDI=001EF704 EFLAG=00000206
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=8D202201 EDX=0133C2E4 EBX=D62F2B41 ESP=001EF704 EBP=001EF7B4 ESI=013E2E95 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000003C ECX=8D202201 EDX=00F30000 EBX=D62F2B05 ESP=001EF704 EBP=001EF7B0 ESI=013E2E96 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=00F30000 EBX=D62F2B05 ESP=001EF704 EBP=001EF7B0 ESI=013E2E96 EDI=001EF704 EFLAG=00000216
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000010 ECX=8D202201 EDX=0133AFB0 EBX=D62F2BF5 ESP=001EF704 EBP=001EF7B0 ESI=013E2E97 EDI=001EF704 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=00F30000 ECX=8D202201 EDX=0133AFB0 EBX=D62F2BF5 ESP=001EF704 EBP=001EF7B0 ESI=013E2E97 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00F30000 ECX=8D202201 EDX=0133AFB0 EBX=D62F2BF5 ESP=001EF704 EBP=001EF7B0 ESI=013E2E97 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000014 ECX=8D202201 EDX=00000206 EBX=D62F2B86 ESP=001EF704 EBP=001EF7B4 ESI=013E2E99 EDI=001EF704 EFLAG=00000206
SeqID:00000013 0133AF00->0133CDFE                                                  EAX=00000075 ECX=8D202201 EDX=0133AF00 EBX=D62F2B11 ESP=001EF704 EBP=001EF7B4 ESI=013E2E9A EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=CE53FF3E ECX=8D202201 EDX=0133AF00 EBX=D62F2B11 ESP=001EF704 EBP=001EF7B4 ESI=013E2E9A EDI=001EF704 EFLAG=00000206
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000010 ECX=8D202201 EDX=0133AFB0 EBX=D62F2B01 ESP=001EF704 EBP=001EF7B4 ESI=013E2E9B EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=CE53FF3E ECX=8D202201 EDX=0133AFB0 EBX=D62F2B01 ESP=001EF704 EBP=001EF7B4 ESI=013E2E9B EDI=001EF704 EFLAG=00000213
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=000000FB ECX=8D202201 EDX=0133ADCC EBX=D62F2B06 ESP=001EF704 EBP=001EF7B4 ESI=013E2E9C EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7B4 ECX=8D202201 EDX=0133ADCC EBX=D62F2B06 ESP=001EF704 EBP=001EF7B0 ESI=013E2E9C EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133ADCC EBX=D62F2B06 ESP=001EF704 EBP=001EF7B0 ESI=013E2E9C EDI=001EF704 EFLAG=00000216
SeqID:00000015 0133CF85->0133C51D                                                  EAX=000000F5 ECX=8D202201 EDX=0133CF85 EBX=D62F2B11 ESP=001EF704 EBP=001EF7B0 ESI=013E2E9D EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000213 ECX=8D202201 EDX=0133CF85 EBX=D62F2B11 ESP=001EF704 EBP=001EF7B0 ESI=013E2E9D EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000004 ECX=8D202201 EDX=00000213 EBX=D62F2BB8 ESP=001EF704 EBP=001EF7B4 ESI=013E2E9F EDI=001EF704 EFLAG=00000206
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000037 ECX=8D202201 EDX=0133ADCC EBX=D62F2B81 ESP=001EF704 EBP=001EF7B4 ESI=013E2EA0 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7B4 ECX=8D202201 EDX=0133ADCC EBX=D62F2B81 ESP=001EF704 EBP=001EF7B0 ESI=013E2EA0 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133ADCC EBX=D62F2B81 ESP=001EF704 EBP=001EF7B0 ESI=013E2EA0 EDI=001EF704 EFLAG=00000216
SeqID:00000015 0133CF85->0133C51D                                                  EAX=0000000E ECX=8D202201 EDX=0133CF85 EBX=D62F2B73 ESP=001EF704 EBP=001EF7B0 ESI=013E2EA1 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000213 ECX=8D202201 EDX=0133CF85 EBX=D62F2B73 ESP=001EF704 EBP=001EF7B0 ESI=013E2EA1 EDI=001EF704 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=000000C2 ECX=8D202201 EDX=0133AF16 EBX=D62F2BB1 ESP=001EF704 EBP=001EF7B0 ESI=013E2EA2 EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=F6F42742 ECX=8D202201 EDX=0133AF16 EBX=DF3B046F ESP=001EF704 EBP=001EF7AC ESI=013E2EA6 EDI=001EF704 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133AF16 EBX=DF3B046F ESP=001EF704 EBP=001EF7AC ESI=013E2EA6 EDI=001EF704 EFLAG=00000202
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000037 ECX=8D202201 EDX=0133ADCC EBX=DF3B0438 ESP=001EF704 EBP=001EF7AC ESI=013E2EA7 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7AC ECX=8D202201 EDX=0133ADCC EBX=DF3B0438 ESP=001EF704 EBP=001EF7A8 ESI=013E2EA7 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133ADCC EBX=DF3B0438 ESP=001EF704 EBP=001EF7A8 ESI=013E2EA7 EDI=001EF704 EFLAG=00000202
SeqID:00000012 0133BB24->0133C12C                                                  EAX=00000009 ECX=8D202201 EDX=0133BB24 EBX=DF3B042F ESP=001EF704 EBP=001EF7A8 ESI=013E2EA8 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000008 ECX=8D202201 EDX=0133BB24 EBX=DF3B0427 ESP=001EF704 EBP=001EF7A4 ESI=013E2EA9 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133BB24 EBX=DF3B0427 ESP=001EF704 EBP=001EF7A4 ESI=013E2EA9 EDI=001EF704 EFLAG=00000206
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000010 ECX=8D202201 EDX=0133AFB0 EBX=DF3B0417 ESP=001EF704 EBP=001EF7A4 ESI=013E2EAA EDI=001EF704 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=00000008 ECX=8D202201 EDX=0133AFB0 EBX=DF3B0417 ESP=001EF704 EBP=001EF7A4 ESI=013E2EAA EDI=001EF704 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000008 ECX=8D202201 EDX=0133AFB0 EBX=DF3B0417 ESP=001EF704 EBP=001EF7A4 ESI=013E2EAA EDI=001EF704 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000028 ECX=8D202201 EDX=00000216 EBX=DF3B049A ESP=001EF704 EBP=001EF7A8 ESI=013E2EAC EDI=001EF704 EFLAG=00000202
SeqID:00000009 0133CF4A->0133BBB2                                                  EAX=00000095 ECX=8D202201 EDX=0133CF4A EBX=DF3B0405 ESP=001EF704 EBP=001EF7A8 ESI=013E2EAD EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF7B4 ECX=8D202201 EDX=F6F42742 EBX=DF3B0405 ESP=001EF704 EBP=001EF7B0 ESI=013E2EAD EDI=001EF704 EFLAG=00000212
SeqID:00000017 0133D21E->0133B959                                                  EAX=0000004F ECX=8D202201 EDX=0133D21E EBX=DF3B04B6 ESP=001EF704 EBP=001EF7B0 ESI=013E2EAE EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000213 ECX=8D202201 EDX=0133D21E EBX=DF3B04B6 ESP=001EF704 EBP=001EF7AE ESI=013E2EAE EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133D21E EBX=DF3B04B6 ESP=001EF704 EBP=001EF7AE ESI=013E2EAE EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000004 ECX=8D202201 EDX=00000202 EBX=DF3B04FB ESP=001EF704 EBP=001EF7B2 ESI=013E2EB0 EDI=001EF704 EFLAG=00000216
SeqID:00000010 0133BD36->0133CFCF                                                  EAX=000000E5 ECX=8D202201 EDX=0133BD36 EBX=DF3B0416 ESP=001EF704 EBP=001EF7B2 ESI=013E2EB1 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000002C ECX=8D202201 EDX=01330213 EBX=DF3B04EA ESP=001EF704 EBP=001EF7B4 ESI=013E2EB2 EDI=001EF704 EFLAG=00000206
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=0000004E ECX=8D202201 EDX=0133AFB0 EBX=DF3B049C ESP=001EF704 EBP=001EF7B4 ESI=013E2EB3 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=F6F42742 ECX=8D202201 EDX=0133AFB0 EBX=DF3B049C ESP=001EF704 EBP=001EF7B4 ESI=013E2EB3 EDI=001EF704 EFLAG=00000207
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000028 ECX=8D202201 EDX=00000207 EBX=DF3B04BE ESP=001EF704 EBP=001EF7B8 ESI=013E2EB5 EDI=001EF704 EFLAG=00000206
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=8D202201 EDX=0133C2E4 EBX=DF3B040A ESP=001EF704 EBP=001EF7B8 ESI=013E2EB6 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000008 ECX=8D202201 EDX=0FABFBFF EBX=DF3B0402 ESP=001EF704 EBP=001EF7B4 ESI=013E2EB7 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0FABFBFF EBX=DF3B0402 ESP=001EF704 EBP=001EF7B4 ESI=013E2EB7 EDI=001EF704 EFLAG=00000206
SeqID:00000014 0133BED9->0133BAA0                                                  EAX=00000001 ECX=8D202201 EDX=0133BED9 EBX=DF3B0401 ESP=001EF704 EBP=001EF7B4 ESI=013E2EB8 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=D0400000 ECX=8D202201 EDX=D74899CC EBX=DF3B0401 ESP=001EF704 EBP=001EF7B4 ESI=013E2EB8 EDI=001EF704 EFLAG=00000286
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000028 ECX=8D202201 EDX=00000286 EBX=DF3B0484 ESP=001EF704 EBP=001EF7B8 ESI=013E2EBA EDI=001EF704 EFLAG=00000206
SeqID:00000014 0133BED9->0133BAA0                                                  EAX=0000007F ECX=8D202201 EDX=0133BED9 EBX=DF3B0405 ESP=001EF704 EBP=001EF7B8 ESI=013E2EBB EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=271C9DCC ECX=8D202201 EDX=F75C9DCC EBX=DF3B0405 ESP=001EF704 EBP=001EF7B8 ESI=013E2EBB EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000028 ECX=8D202201 EDX=00000206 EBX=DF3B0426 ESP=001EF704 EBP=001EF7BC ESI=013E2EBD EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000014 ECX=8D202201 EDX=271C9DCC EBX=DF3B0424 ESP=001EF704 EBP=001EF7C0 ESI=013E2EBF EDI=001EF704 EFLAG=00000216
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=8D202201 EDX=0133C2E4 EBX=DF3B0470 ESP=001EF704 EBP=001EF7C0 ESI=013E2EC0 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000001C ECX=8D202201 EDX=00010800 EBX=DF3B0454 ESP=001EF704 EBP=001EF7BC ESI=013E2EC1 EDI=001EF704 EFLAG=00000212
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=00010800 EBX=DF3B0454 ESP=001EF704 EBP=001EF7BC ESI=013E2EC1 EDI=001EF704 EFLAG=00000202
SeqID:00000014 0133BED9->0133BAA0                                                  EAX=00000057 ECX=8D202201 EDX=0133BED9 EBX=DF3B04FD ESP=001EF704 EBP=001EF7BC ESI=013E2EC2 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=FFFEF7FF ECX=8D202201 EDX=FFFEF7FF EBX=DF3B04FD ESP=001EF704 EBP=001EF7BC ESI=013E2EC2 EDI=001EF704 EFLAG=00000286
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000002C ECX=8D202201 EDX=00000286 EBX=DF3B047C ESP=001EF704 EBP=001EF7C0 ESI=013E2EC4 EDI=001EF704 EFLAG=00000216
SeqID:00000014 0133BED9->0133BAA0                                                  EAX=00000001 ECX=8D202201 EDX=0133BED9 EBX=DF3B047B ESP=001EF704 EBP=001EF7C0 ESI=013E2EC5 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00010800 ECX=8D202201 EDX=00FFFFFF EBX=DF3B047B ESP=001EF704 EBP=001EF7C0 ESI=013E2EC5 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000028 ECX=8D202201 EDX=00000206 EBX=DF3B04F8 ESP=001EF704 EBP=001EF7C4 ESI=013E2EC7 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000028 ECX=8D202201 EDX=00010800 EBX=DF3B047B ESP=001EF704 EBP=001EF7C8 ESI=013E2EC9 EDI=001EF704 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000008A ECX=8D202201 EDX=0133AF16 EBX=DF3B04F1 ESP=001EF704 EBP=001EF7C8 ESI=013E2ECA EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=CC667DD6 ECX=8D202201 EDX=0133AF16 EBX=12D4871B ESP=001EF704 EBP=001EF7C4 ESI=013E2ECE EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133AF16 EBX=12D4871B ESP=001EF704 EBP=001EF7C4 ESI=013E2ECE EDI=001EF704 EFLAG=00000202
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000037 ECX=8D202201 EDX=0133ADCC EBX=12D487E4 ESP=001EF704 EBP=001EF7C4 ESI=013E2ECF EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7C4 ECX=8D202201 EDX=0133ADCC EBX=12D487E4 ESP=001EF704 EBP=001EF7C0 ESI=013E2ECF EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133ADCC EBX=12D487E4 ESP=001EF704 EBP=001EF7C0 ESI=013E2ECF EDI=001EF704 EFLAG=00000216
SeqID:00000018 0133C59E->0133C0F5                                                  EAX=000000FC ECX=8D202201 EDX=0133C59E EBX=12D487E8 ESP=001EF704 EBP=001EF7C0 ESI=013E2ED0 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=000000D6 ECX=8D202201 EDX=001EF7C4 EBX=12D487E8 ESP=001EF704 EBP=001EF7C2 ESI=013E2ED0 EDI=001EF704 EFLAG=00000202
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000037 ECX=8D202201 EDX=0133ADCC EBX=12D487B1 ESP=001EF704 EBP=001EF7C2 ESI=013E2ED1 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7C2 ECX=8D202201 EDX=0133ADCC EBX=12D487B1 ESP=001EF704 EBP=001EF7BE ESI=013E2ED1 EDI=001EF704 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133ADCC EBX=12D487B1 ESP=001EF704 EBP=001EF7BE ESI=013E2ED1 EDI=001EF704 EFLAG=00000206
SeqID:00000015 0133CF85->0133C51D                                                  EAX=0000000E ECX=8D202201 EDX=0133CF85 EBX=12D487A3 ESP=001EF704 EBP=001EF7BE ESI=013E2ED2 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=7DD600D6 ECX=8D202201 EDX=0133CF85 EBX=12D487A3 ESP=001EF704 EBP=001EF7BE ESI=013E2ED2 EDI=001EF704 EFLAG=00000202
SeqID:00000010 0133BD36->0133CFCF                                                  EAX=00000020 ECX=8D202201 EDX=0133BD36 EBX=12D48783 ESP=001EF704 EBP=001EF7BE ESI=013E2ED3 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000001C ECX=8D202201 EDX=013300D6 EBX=12D48767 ESP=001EF704 EBP=001EF7C0 ESI=013E2ED4 EDI=001EF704 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000001C ECX=8D202201 EDX=00D67DD6 EBX=12D4875D ESP=001EF704 EBP=001EF7C4 ESI=013E2ED6 EDI=001EF704 EFLAG=00000202
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000050 ECX=8D202201 EDX=0133AFB0 EBX=12D4870D ESP=001EF704 EBP=001EF7C4 ESI=013E2ED7 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=CC667DD6 ECX=8D202201 EDX=0133AFB0 EBX=12D4870D ESP=001EF704 EBP=001EF7C4 ESI=013E2ED7 EDI=001EF704 EFLAG=00000207
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000004 ECX=8D202201 EDX=00000207 EBX=12D487AE ESP=001EF704 EBP=001EF7C8 ESI=013E2ED9 EDI=001EF704 EFLAG=00000202
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=8D202201 EDX=0133C2E4 EBX=12D487FA ESP=001EF704 EBP=001EF7C8 ESI=013E2EDA EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000034 ECX=8D202201 EDX=0001067A EBX=12D487C6 ESP=001EF704 EBP=001EF7C4 ESI=013E2EDB EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0001067A EBX=12D487C6 ESP=001EF704 EBP=001EF7C4 ESI=013E2EDB EDI=001EF704 EFLAG=00000202
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=8D202201 EDX=0133C2E4 EBX=12D48712 ESP=001EF704 EBP=001EF7C4 ESI=013E2EDC EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000034 ECX=8D202201 EDX=0001067A EBX=12D487DE ESP=001EF704 EBP=001EF7C0 ESI=013E2EDD EDI=001EF704 EFLAG=00000206
